CaseID,B3,ND2,ppethm,ppeduc5,GH1,B7_a,weight_pop,worse_off
9991,2,2,1,3,3,2,19771.8252,1
9992,3,3,1,4,1,4,17924.6434,0
9993,3,2,3,5,4,2,31417.6236,0
9994,3,3,1,4,1,3,28993.6131,0
9995,2,2,1,4,1,3,27371.7683,1
9996,5,3,5,3,4,1,11624.9339,0
9997,3,2,1,3,1,3,15327.3057,0
9998,3,1,1,4,3,2,13093.0964,0
9999,3,3,1,5,1,2,14001.9772,0
10000,1,3,1,5,1,2,16302.7652,1
10001,3,3,1,2,1,2,23935.7243,0
10002,4,3,3,4,2,2,19158.899,0
10003,2,3,1,2,1,2,18213.077,1
10004,5,3,2,3,1,3,25280.3768,0
10005,1,2,4,3,3,1,30770.1612,1
10006,4,1,3,5,1,2,30357.1133,0
10007,3,3,1,4,1,3,19790.4153,0
10008,2,3,1,3,3,1,24048.8575,1
10009,4,2,1,3,4,2,29421.0976,0
10010,2,3,1,4,2,2,10965.4948,1
10011,4,3,1,3,1,1,23647.8226,0
10012,2,1,1,3,1,2,22519.9302,1
10013,3,3,1,3,4,3,33441.1782,0
10014,4,2,1,5,1,3,15321.6202,0
10015,2,3,2,2,4,1,35235.3177,1
10016,3,3,1,3,1,2,23161.4347,0
10017,2,2,5,5,2,2,4695.6434,1
10018,2,3,1,2,2,1,20699.9577,1
10019,3,3,1,2,4,2,43045.102,0
10020,5,1,4,1,1,1,39100.9168,0
10021,3,3,1,2,1,2,24740.243,0
10022,3,3,1,2,1,3,15411.6932,0
10023,3,3,1,3,4,1,30420.8103,0
10024,3,3,1,2,4,4,34803.4579,0
10025,4,3,3,5,1,2,21756.9117,0
10026,1,3,4,2,3,1,36064.3768,1
10027,4,3,1,4,3,2,17992.8562,0
10028,4,5,1,4,1,2,13445.0616,0
10029,3,3,2,1,3,2,57473.5091,0
10030,3,3,3,3,4,2,79283.8532,0
10031,1,3,1,2,3,2,21038.0132,1
10032,3,3,1,2,4,2,62410.7535,0
10033,3,5,1,3,3,2,32347.7257,0
10034,5,2,3,3,3,1,35851.9579,0
10035,3,2,1,3,3,2,41960.9119,0
10036,1,3,1,3,2,2,12233.8219,1
10037,3,3,3,2,4,3,88732.6474,0
10038,2,2,1,5,3,1,19362.5937,1
10039,4,2,1,4,1,2,27473.8328,0
10040,4,1,1,3,4,1,23647.8226,0
10041,4,2,1,5,1,2,20753.9244,0
10042,4,2,1,5,1,3,15092.0511,0
10043,2,3,1,2,2,1,33938.8841,1
10044,3,2,4,3,3,2,24151.6233,0
10045,1,2,1,5,1,1,15644.4908,1
10046,3,2,1,3,3,3,19612.475,0
10047,3,3,1,2,1,2,22476.3728,0
10048,3,3,2,2,4,3,55432.042,0
10049,4,5,2,3,3,1,16095.6189,0
10050,2,3,1,3,2,1,24193.2587,1
10051,2,3,1,2,2,1,20472.3273,1
10052,3,3,1,5,2,3,34227.0913,0
10053,4,3,1,4,2,2,17038.2111,0
10054,1,3,1,2,1,1,22864.9773,1
10055,5,2,1,4,1,3,27797.8008,0
10056,2,1,1,3,1,3,30998.7086,1
10057,2,3,4,1,1,3,39690.9375,1
10058,2,3,1,3,1,1,23677.5774,1
10059,1,1,1,1,4,1,22145.7839,1
10060,3,2,1,5,1,3,16142.5632,0
10061,3,2,1,3,2,3,14146.183,0
10062,4,3,1,1,4,3,37883.1944,0
10063,4,3,5,3,3,4,6057.2301,0
10064,3,3,1,3,4,3,43125.2355,0
10065,1,1,4,2,3,1,41031.773,1
10066,3,3,1,2,2,2,27915.8355,0
10067,3,3,1,5,1,3,15321.6202,0
10068,1,3,4,2,3,2,35524.0118,1
10069,2,2,1,2,2,1,27765.0647,1
10070,3,3,4,5,1,2,16861.8687,0
10071,3,3,3,5,2,3,12354.0864,0
10072,2,3,1,3,1,2,17027.4708,1
10073,2,3,2,2,3,1,53727.3574,1
10074,1,2,1,2,3,2,20699.9577,1
10075,3,3,1,4,1,2,13306.938,0
10076,2,1,2,3,1,2,26068.8177,1
10077,3,3,1,3,4,3,27325.8564,0
10078,3,3,1,2,1,3,23130.0677,0
10079,3,3,1,4,1,2,20481.7834,0
10080,2,3,3,5,1,1,14088.2431,1
10081,5,1,4,4,1,4,21744.8098,0
10082,2,3,2,3,3,2,19984.3856,1
10083,4,2,3,3,4,3,44800.2234,0
10084,3,3,1,5,1,1,9626.1235,0
10085,4,1,2,3,1,3,28143.6577,0
10086,2,3,1,5,1,3,19790.4153,1
10087,1,3,1,5,1,1,16302.7652,1
10088,3,3,2,2,3,2,53199.3962,0
10089,3,5,1,3,1,3,18155.9675,0
10090,5,3,3,4,3,4,33567.7722,0
10091,3,2,1,5,2,3,15882.4633,0
10092,4,2,1,4,3,1,35298.2167,0
10093,3,3,1,5,1,3,22781.6351,0
10094,2,2,2,4,3,1,18791.4821,1
10095,4,1,1,3,1,3,30242.6277,0
10096,1,3,1,1,3,2,16434.8866,1
10097,3,3,1,3,4,3,22268.4677,0
10098,3,2,1,4,1,3,15116.4069,0
10099,2,3,1,2,2,1,23602.0837,1
10100,5,3,4,2,1,3,55060.7437,0
10101,4,2,1,4,1,3,12641.8712,0
10102,1,1,4,2,4,2,68574.98020000001,1
10103,1,3,5,3,4,1,7188.8239,1
10104,2,1,1,3,1,3,20250.0111,1
10105,3,3,3,4,3,3,28396.1337,0
10106,3,5,3,3,1,2,15742.3026,0
10107,3,3,2,4,2,3,15353.2881,0
10108,4,2,1,2,2,2,25107.2604,0
10109,3,1,1,3,4,2,35379.5195,0
10110,3,3,1,3,1,2,16131.8983,0
10111,3,3,1,5,2,3,14140.9356,0
10112,1,2,1,5,1,3,26076.629,1
10113,3,3,1,5,3,1,22482.9052,0
10114,3,3,1,1,3,1,22587.707,0
10115,3,2,2,3,1,3,19571.9153,0
10116,3,4,1,4,1,2,15092.0511,0
10117,2,1,1,3,1,1,19501.1224,1
10118,3,2,1,5,1,3,16302.7652,0
10119,4,2,1,4,1,3,11881.0489,0
10120,2,3,1,2,4,2,30752.476,1
10121,2,3,4,2,3,3,43526.0575,1
10122,2,3,1,3,1,1,16131.8983,1
10123,3,3,1,2,2,3,26646.7085,0
10124,3,3,3,5,2,3,6901.7592,0
10125,2,3,1,3,2,3,14007.173,1
10126,1,3,1,2,3,1,16098.9296,1
10127,2,3,4,1,1,2,53077.5547,1
10128,4,2,1,4,3,2,18492.9204,0
10129,3,1,3,4,3,3,48298.5337,0
10130,4,4,2,2,3,4,21570.6454,0
10131,2,3,1,4,2,3,15882.4633,1
10132,1,3,1,3,1,3,23769.8113,1
10133,3,2,1,4,3,2,35648.5231,0
10134,3,3,4,2,1,4,48543.1277,0
10135,2,3,2,3,3,1,39583.219,1
10136,2,3,1,1,2,1,19683.4092,1
10137,3,3,2,5,1,2,18791.4821,0
10138,3,3,4,3,3,2,28249.6908,0
10139,3,2,2,2,4,2,43471.3615,0
10140,3,3,5,3,3,3,8795.635899999999,0
10141,1,3,4,4,1,2,16455.5721,1
10142,5,1,1,5,1,3,12641.8712,0
10143,2,3,1,3,3,1,22209.5667,1
10144,4,2,4,3,3,3,23789.7512,0
10145,3,3,3,4,1,2,17127.8861,0
10146,4,3,1,3,3,3,27325.8564,0
10147,3,3,1,2,2,1,16868.8708,0
10148,5,3,1,2,3,2,24620.1087,0
10149,3,1,1,1,4,2,81618.1927,0
10150,3,1,2,1,3,1,38931.7183,0
10151,3,3,1,3,2,2,14149.361,0
10152,3,1,5,4,2,2,8648.828299999999,0
10153,3,4,1,1,4,3,36826.2676,0
10154,4,2,4,2,1,2,52260.5855,0
10155,3,3,4,3,1,2,29911.6853,0
10156,4,3,4,4,1,3,17535.7537,0
10157,1,1,1,1,1,1,28663.1409,1
10158,2,2,1,2,2,2,14861.7569,1
10159,3,3,4,4,1,3,28936.1622,0
10160,3,3,3,5,2,3,12354.0864,0
10161,2,3,1,4,1,3,15525.1982,1
10162,2,2,1,2,2,2,17404.0326,1
10163,3,4,1,3,4,3,43125.2355,0
10164,3,3,2,2,3,1,31355.7302,0
10165,2,3,1,3,1,2,25291.9499,1
10166,2,3,2,3,3,2,30401.3975,1
10167,3,3,1,5,2,3,28559.1918,0
10168,2,3,1,4,1,2,12641.8712,1
10169,2,3,4,1,2,2,88732.6474,1
10170,3,3,1,3,3,1,9059.106100000001,0
10171,3,3,4,2,2,3,34292.0292,0
10172,3,3,2,2,2,3,44926.0702,0
10173,3,3,4,2,2,2,43050.7414,0
10174,2,3,1,1,4,3,53429.7924,1
10175,4,4,1,4,1,1,18415.6053,0
10176,3,3,1,5,1,2,26423.1086,0
10177,3,3,1,1,3,3,49165.7819,0
10178,2,2,1,2,4,1,23443.4148,1
10179,1,3,1,1,4,1,21115.4443,1
10180,2,3,1,2,2,2,19832.965,1
10181,3,2,1,2,1,2,26324.5249,0
10182,2,3,1,5,3,2,19362.5937,1
10183,5,1,4,3,3,3,29392.9448,0
10184,3,3,1,3,4,3,30420.8103,0
10185,3,3,1,1,4,2,27070.5454,0
10186,4,2,1,4,3,2,22986.9647,0
10187,3,2,1,5,3,3,18964.3442,0
10188,2,3,4,3,3,2,26549.5472,1
10189,2,3,1,2,1,2,26275.2794,1
10190,3,3,1,3,3,1,27029.4281,0
10191,3,3,1,1,2,3,44312.3519,0
10192,3,3,1,4,1,2,19493.8887,0
10193,4,2,1,4,4,1,25590.4914,0
10194,3,3,1,3,4,1,16864.8504,0
10195,3,2,1,5,1,3,16142.5632,0
10196,5,3,1,2,2,3,28159.8383,0
10197,3,3,1,5,3,2,13207.1118,0
10198,3,5,1,4,2,2,16302.7652,0
10199,3,3,4,3,4,1,32311.2597,0
10200,1,3,1,3,2,2,20607.1795,1
10201,2,2,4,2,2,2,39454.2742,1
10202,3,2,1,4,1,3,12570.0952,0
10203,2,1,2,5,3,2,11041.1492,1
10204,2,3,3,3,4,3,59508.7225,1
10205,1,1,4,5,1,2,20638.96,1
10206,2,3,1,2,3,1,21839.9714,1
10207,3,3,1,1,4,2,49165.7819,0
10208,1,3,1,5,1,2,11703.031,1
10209,3,2,5,1,3,1,22237.2958,0
10210,3,3,4,2,3,3,44450.6201,0
10211,3,3,4,2,3,2,48089.8845,0
10212,2,3,1,3,1,2,26726.6534,1
10213,2,2,1,3,4,2,25022.1054,1
10214,4,4,1,3,4,2,32861.2277,0
10215,3,2,2,2,4,2,40242.9895,0
10216,2,3,4,3,2,2,23128.449,1
10217,4,3,2,2,1,2,24780.3555,0
10218,3,3,1,2,2,2,23370.1537,0
10219,2,2,2,4,3,2,9480.1983,1
10220,2,2,4,3,4,2,27623.9971,1
10221,4,3,1,4,2,3,19917.9717,0
10222,2,1,3,5,3,2,27339.2637,1
10223,3,3,5,4,1,2,9181.5882,0
10224,2,2,3,4,3,1,48298.5337,1
10225,3,3,1,2,1,2,23442.5002,0
10226,3,3,1,4,1,1,8930.4961,0
10228,2,3,5,3,1,2,5528.8393,1
10229,3,1,1,2,1,1,28191.224,0
10230,4,1,1,4,1,3,12517.6437,0
10231,3,3,1,4,3,3,19879.4568,0
10232,3,3,1,5,2,2,21793.3678,0
10233,2,3,1,2,2,2,26364.7371,1
10234,2,2,4,3,1,1,22239.2576,1
10235,1,3,1,2,4,2,13758.0583,1
10236,3,1,1,5,2,3,14001.9772,0
10237,3,2,1,5,2,2,14734.8894,0
10238,2,3,1,3,1,2,16844.592,1
10239,3,2,1,5,1,2,19917.9717,0
10240,2,3,1,2,2,2,18596.2755,1
10241,5,5,1,2,1,2,27029.3891,0
10242,2,3,4,3,1,1,27540.241,1
10243,3,3,1,3,1,1,25325.7021,0
10244,2,3,4,4,1,2,27194.7048,1
10245,4,2,1,3,2,3,16652.5165,0
10246,2,3,1,3,3,2,12233.8219,1
10247,3,3,1,2,1,3,17704.7623,0
10248,2,3,1,2,1,2,43000.7068,1
10249,3,3,1,3,3,3,29438.1918,0
10250,4,2,2,3,1,2,18636.9144,0
10251,3,1,1,2,3,1,43000.7068,0
10252,5,3,1,3,1,2,18880.3487,0
10253,2,3,4,5,1,2,13054.357,1
10254,1,3,1,1,3,2,18273.326,1
10255,2,3,1,5,1,2,15321.6202,1
10256,5,2,2,3,1,3,35307.7301,0
10257,2,3,1,4,1,2,16302.7652,1
10258,5,5,1,1,4,4,41603.9262,0
10259,3,3,1,2,4,3,42114.626,0
10260,1,3,2,2,1,3,44926.0702,1
10261,3,3,2,3,1,2,16792.4194,0
10262,3,3,1,2,1,2,19712.6649,0
10263,3,3,1,3,4,2,23399.5706,0
10264,3,4,2,2,3,1,32161.3609,0
10265,1,4,1,2,1,2,43000.7068,1
10266,4,3,1,4,4,2,17999.8973,0
10267,2,3,1,5,1,2,28559.1918,1
10268,3,3,4,4,1,2,20638.96,0
10269,2,3,1,2,1,3,38207.1262,1
10270,2,2,1,3,1,2,19419.7496,1
10271,1,3,1,2,1,1,21306.2659,1
10272,3,3,1,3,3,2,18212.7017,0
10273,4,2,2,3,3,2,32437.5306,0
10274,2,2,4,2,1,2,35484.8658,1
10275,1,4,2,3,3,2,28100.4522,1
10276,3,2,1,5,2,3,15644.4908,0
10277,4,2,4,3,3,2,32887.1141,0
10278,2,3,1,2,2,2,26364.7371,1
10279,5,5,2,4,4,3,6280.7841,0
10280,2,3,1,2,3,3,26364.7371,1
10281,4,3,1,2,1,2,16389.9298,0
10282,2,3,1,2,4,3,28159.8383,1
10283,1,3,1,4,1,2,17891.5561,1
10284,3,3,1,3,3,2,22909.2878,0
10285,4,1,2,3,2,3,19359.601,0
10286,3,3,1,3,2,3,14305.0933,0
10287,2,3,1,4,1,2,17891.5561,1
10288,2,3,1,2,2,2,19162.689,1
10289,3,3,4,2,4,3,62683.0421,0
10290,3,2,1,3,1,2,23413.66,0
10291,3,3,1,3,1,3,30998.7086,0
10292,1,3,1,4,1,2,12641.8712,1
10293,4,1,2,2,3,2,26663.5322,0
10294,2,3,1,1,4,2,56234.5393,1
10295,1,2,3,4,4,3,28658.5026,1
10296,3,1,4,3,4,1,15839.0467,0
10298,3,3,4,4,3,3,19973.7453,0
10301,3,3,1,4,1,2,26324.9475,0
10302,3,2,1,4,2,2,26076.629,0
10303,3,3,4,3,1,2,25890.0138,0
10304,4,1,1,2,1,3,17530.7834,0
10305,3,3,1,2,1,3,21247.9149,0
10306,5,3,1,3,1,2,17286.4801,0
10307,3,3,1,4,2,3,12517.6437,0
10308,3,2,1,4,4,2,15501.4887,0
10309,3,3,1,5,4,2,23284.8549,0
10310,2,3,1,4,1,2,15321.6202,1
10311,2,2,1,3,1,3,31199.2589,1
10312,2,2,1,4,4,1,27643.4111,1
10313,2,3,1,1,3,2,16434.8866,1
10314,2,3,1,4,2,2,26423.1086,1
10315,2,3,1,4,1,1,15092.0511,1
10316,3,3,1,2,1,2,25326.7144,0
10317,4,3,1,4,4,3,18439.087,0
10318,4,3,1,3,3,3,18693.8355,0
10319,3,2,1,3,1,3,16661.2135,0
10320,5,3,1,4,3,3,19152.5501,0
10321,4,1,2,2,4,4,30065.2488,0
10322,3,2,1,5,2,3,20174.8978,0
10323,2,5,1,2,4,1,19475.639,1
10324,3,2,1,3,3,2,30420.8103,0
10325,1,3,1,3,1,2,19501.1224,1
10326,1,3,4,3,1,2,17734.8958,1
10327,1,1,3,3,3,1,37363.1735,1
10328,2,2,4,4,3,2,19484.1217,1
10329,2,3,1,5,1,3,13090.7683,1
10330,3,3,4,3,1,3,39282.6537,0
10331,4,2,1,3,1,3,23413.66,0
10332,4,3,2,2,4,4,34741.4087,0
10333,5,3,3,4,3,3,42863.1073,0
10334,1,2,1,2,1,2,23602.0837,1
10335,2,3,1,3,1,1,19475.5586,1
10336,4,3,1,3,4,2,35768.9177,0
10337,2,3,1,2,2,3,20051.2529,1
10338,3,3,1,5,2,3,8930.844499999999,0
10339,3,3,1,5,3,3,23687.5548,0
10340,5,3,1,4,1,3,12641.8712,0
10341,3,3,1,2,3,3,15419.5034,0
10342,3,2,1,4,3,2,20489.6245,0
10343,1,3,2,3,4,1,19984.3856,1
10344,4,2,1,3,2,3,17877.8685,0
10345,3,3,1,5,1,2,23922.6348,0
10346,3,3,1,5,1,2,30027.7952,0
10347,4,3,1,3,3,3,46584.8269,0
10348,2,2,1,4,3,2,17730.1986,1
10349,4,2,1,4,2,2,22482.9052,0
10351,4,3,5,4,2,2,5600.3719,0
10352,1,1,1,4,2,2,27746.4885,1
10353,2,3,1,4,3,2,18197.2999,1
10354,3,3,1,3,1,3,19501.1224,0
10355,2,2,1,4,1,2,21057.7269,1
10356,3,3,2,5,1,2,12767.0746,0
10357,4,3,1,3,2,2,19675.417,0
10358,3,2,1,5,2,3,8569.6217,0
10359,1,1,1,3,4,2,27506.4562,1
10360,4,3,2,3,1,2,16166.875,0
10361,2,3,1,2,1,3,48396.0053,1
10362,2,3,1,3,3,1,9381.524299999999,1
10363,1,2,1,1,3,1,16684.8819,1
10364,3,3,2,3,2,1,22434.1358,0
10365,1,3,1,2,4,1,28468.6637,1
10366,1,3,2,3,1,1,29219.3701,1
10367,2,3,4,2,1,3,73713.8854,1
10368,1,3,1,3,1,3,25906.9628,1
10369,3,2,1,5,3,3,23284.8549,0
10370,4,2,1,3,3,2,18393.4481,0
10371,2,3,1,3,1,2,19797.7591,1
10372,3,3,1,4,1,3,10151.1496,0
10373,3,3,2,2,1,2,26313.6036,0
10374,3,2,3,5,2,2,18833.0177,0
10375,3,3,1,4,1,2,27473.8328,0
10376,2,3,1,3,2,2,18308.6267,1
10377,5,1,1,3,2,3,30242.6277,0
10378,2,2,3,3,1,1,25290.2631,1
10379,2,3,1,2,1,1,22181.6458,1
10380,3,3,1,4,3,2,8416.1068,0
10381,3,3,3,1,4,3,88732.6474,0
10382,2,5,1,2,1,1,22495.207,1
10383,1,3,1,1,1,2,45058.9984,1
10384,3,2,1,4,1,3,28559.1918,0
10385,3,2,2,5,1,3,33697.5297,0
10386,3,1,2,3,2,2,19421.7315,0
10387,3,3,1,3,1,1,23144.8313,0
10388,2,3,1,4,3,2,16329.0748,1
10389,3,3,3,4,2,2,17347.9246,0
10390,2,2,3,1,4,1,88732.6474,1
10391,3,3,4,4,4,2,16412.0464,0
10392,3,3,2,3,3,1,15471.7908,0
10393,2,3,1,3,1,2,11650.3249,1
10394,4,3,4,3,3,3,23905.8338,0
10395,2,2,1,4,1,3,27643.4111,1
10396,2,3,1,2,2,2,22546.8321,1
10397,2,3,1,1,1,2,19739.2482,1
10398,2,4,2,1,3,1,26114.2574,1
10399,3,2,3,4,1,3,22087.8618,0
10400,2,2,1,4,2,3,7430.7865,1
10401,1,2,3,3,3,1,41943.2712,1
10402,3,1,2,1,3,2,28129.3954,0
10403,2,3,1,5,1,3,16329.0748,1
10404,2,2,1,2,1,1,32004.2364,1
10405,4,2,5,4,1,3,6780.6478,0
10406,3,3,2,3,2,3,24372.3331,0
10407,3,3,1,3,3,3,16488.8777,0
10408,3,3,2,3,3,2,18962.7742,0
10411,1,3,2,1,3,1,32770.9212,1
10412,5,2,1,1,3,3,20956.2343,0
10413,3,2,1,3,2,3,25652.3835,0
10414,2,2,1,5,1,1,11248.1266,1
10415,3,2,1,2,2,1,33884.2013,0
10416,3,2,1,3,4,3,46584.8269,0
10417,3,3,4,2,4,1,52145.5044,0
10418,3,3,1,5,1,3,20850.7995,0
10419,4,3,1,3,3,3,21037.9463,0
10420,2,1,1,4,2,3,20753.9244,1
10421,3,3,2,2,3,3,23235.1701,0
10422,1,3,1,4,1,2,11703.031,1
10423,3,3,1,2,3,3,18800.2184,0
10424,2,3,1,5,4,3,15472.8743,1
10425,3,2,1,3,4,2,25740.2486,0
10426,3,3,1,3,1,3,21065.5409,0
10427,2,2,1,5,2,4,14140.9356,1
10428,3,3,1,2,1,3,17404.0326,0
10429,2,3,1,4,1,2,20850.7995,1
10430,3,3,5,1,4,3,23075.4611,0
10431,2,1,4,2,3,1,31983.8922,1
10432,3,3,4,4,3,3,16136.2978,0
10433,2,3,1,3,1,3,18432.1427,1
10434,2,3,1,2,1,2,22232.5513,1
10435,2,2,4,3,3,2,14019.6089,1
10436,3,3,1,3,1,1,23413.66,0
10437,2,2,1,5,1,2,20220.9492,1
10438,3,3,1,3,1,3,12225.0555,0
10439,3,1,1,2,1,2,23935.7243,0
10440,3,3,1,3,1,2,18155.9675,0
10441,1,1,1,3,1,1,13992.7265,1
10442,4,2,1,3,1,2,20029.5594,0
10443,4,2,2,3,4,2,30028.5788,0
10444,2,1,1,3,3,1,18217.7819,1
10445,3,3,4,4,1,2,15978.5584,0
10446,4,2,1,5,2,2,12641.8712,0
10447,3,4,4,1,4,2,44505.6799,0
10448,2,3,1,3,1,3,32983.7615,1
10449,4,4,1,3,3,3,32184.083,0
10450,4,2,4,4,4,4,28545.3752,0
10451,3,3,1,5,1,2,20489.6245,0
10452,1,3,2,3,1,3,44011.0774,1
10453,4,3,5,2,1,2,14421.6,0
10454,3,3,4,3,3,1,30239.723,0
10455,4,3,1,4,1,3,33503.0976,0
10456,2,2,5,2,4,2,25765.2333,1
10457,2,2,1,2,3,3,21630.3611,1
10458,3,3,1,2,4,2,19810.886,0
10459,3,2,1,3,4,1,23631.7925,0
10460,3,2,1,4,1,4,21057.7269,0
10461,2,3,1,4,2,2,7885.7157,1
10462,2,3,4,3,1,2,14300.5259,1
10463,4,2,1,3,3,3,16869.4681,0
10464,4,3,4,1,4,3,59621.6827,0
10465,4,1,1,3,3,2,20301.3285,0
10466,3,3,4,3,3,3,27926.9459,0
10467,3,1,2,2,1,2,26575.7818,0
10468,2,3,1,4,1,2,20623.8073,1
10469,4,3,4,1,2,2,41604.8078,0
10470,1,4,1,1,3,2,22389.5274,1
10471,2,2,1,2,4,2,23150.652,1
10472,3,2,1,3,3,2,14104.0969,0
10473,2,3,1,2,2,2,14782.9264,1
10474,2,3,2,4,2,2,14759.6941,1
10475,2,2,3,2,3,3,88732.6474,1
10476,3,2,4,3,3,2,14414.3461,0
10477,2,3,1,4,2,1,28559.1918,1
10478,2,2,4,4,3,2,17029.2092,1
10479,3,3,5,3,3,1,7234.4303,0
10480,3,2,1,2,3,1,17782.6816,0
10481,4,3,1,3,1,4,25043.4142,0
10482,2,2,1,3,1,2,15529.7006,1
10483,4,1,4,1,1,1,81974.2804,0
10484,3,3,1,2,2,2,19031.5304,0
10485,3,3,2,5,1,3,18328.9802,0
10486,3,3,3,4,1,3,21756.9117,0
10487,4,2,1,5,2,4,16899.5227,0
10488,3,3,4,2,1,2,55607.1774,0
10489,5,3,4,2,2,3,58376.4604,0
10490,5,2,1,5,3,3,16745.0487,0
10491,3,2,2,5,1,3,26130.5262,0
10492,2,3,1,5,1,1,16302.7652,1
10493,4,2,2,2,4,1,34889.0717,0
10494,3,3,4,3,1,1,16887.6541,0
10495,2,1,4,1,3,3,71175.1493,1
10496,2,3,1,2,4,2,30752.476,1
10497,3,2,1,1,4,3,88165.765,0
10498,2,2,1,3,1,2,21268.6668,1
10499,3,3,2,1,1,2,37360.9757,0
10500,4,3,1,5,1,3,22146.0361,0
10501,2,3,1,2,4,2,26595.1823,1
10502,3,2,1,3,4,2,27924.8641,0
10503,4,3,1,2,1,3,25011.5661,0
10504,2,2,2,2,3,2,30065.2488,1
10505,2,3,1,4,1,1,14001.9772,1
10506,3,2,1,2,4,3,42602.8915,0
10507,3,2,5,4,1,2,6995.186,0
10508,3,2,1,1,3,2,29175.7723,0
10509,3,3,2,1,2,2,37845.8199,0
10510,3,3,1,3,1,3,19771.8252,0
10511,2,2,1,3,3,1,15161.0366,1
10512,3,1,4,1,3,1,23903.9541,0
10513,3,1,2,2,3,3,26114.0983,0
10514,1,3,1,1,3,3,26143.163,1
10515,4,2,4,3,1,3,25848.2994,0
10516,3,2,1,3,3,3,12411.014,0
10517,4,3,2,5,1,2,15498.3346,0
10518,4,3,1,1,3,2,30324.5631,0
10519,1,2,1,3,2,2,17011.7611,1
10520,3,3,4,3,4,1,35734.6907,0
10521,5,3,4,3,3,1,16763.8246,0
10522,4,3,1,5,1,4,30547.111,0
10523,3,3,1,4,1,2,25685.9139,0
10524,2,3,4,2,3,3,36865.0427,1
10525,2,2,1,1,3,2,19739.2482,1
10526,3,3,4,3,1,2,17370.1249,0
10527,3,3,2,3,1,3,20047.8367,0
10528,5,1,1,4,1,2,22737.6043,0
10529,2,2,1,4,2,2,11573.4596,1
10530,4,4,2,3,1,3,30694.5449,0
10531,4,1,1,5,1,4,27473.8328,0
10532,4,4,3,5,3,2,26952.0255,0
10533,3,3,1,3,3,2,12225.0555,0
10534,5,3,1,3,2,2,12933.6528,0
10535,2,3,1,3,1,2,35768.9177,1
10536,3,2,1,3,3,2,39230.215,0
10537,3,3,1,1,4,3,48363.4908,0
10538,3,1,1,4,3,2,15116.4069,0
10539,4,3,1,2,1,3,19990.8188,0
10540,2,3,1,5,1,2,15092.0511,1
10541,1,3,4,2,3,2,67901.1162,1
10542,2,3,1,3,3,2,21983.5413,1
10543,1,1,2,2,3,1,32568.042,1
10544,2,2,4,2,3,2,52260.5855,1
10545,2,2,4,1,3,1,59621.6827,1
10546,2,3,1,3,1,1,17027.4708,1
10547,3,3,1,2,2,2,15923.6687,0
10548,1,4,1,2,2,1,10443.0136,1
10549,2,3,1,3,3,3,19475.5586,1
10550,4,3,1,5,2,3,12641.8712,0
10551,2,2,1,2,1,1,30486.0082,1
10552,2,5,1,5,1,2,27473.8328,1
10553,3,3,1,3,1,2,18880.3487,0
10554,3,2,1,2,1,2,23191.2875,0
10555,5,3,4,5,1,2,15764.5462,0
10556,2,3,1,4,1,3,11881.0489,1
10557,5,2,3,4,3,2,26196.1742,0
10558,1,3,4,2,1,2,25874.7862,1
10559,3,2,1,4,3,2,21057.7269,0
10560,3,3,1,2,1,3,14152.9194,0
10561,3,1,1,4,1,3,27473.8328,0
10562,4,3,4,2,3,2,43526.0575,0
10563,2,3,1,2,3,1,15411.6932,1
10564,1,3,1,3,3,2,12411.014,1
10565,3,2,1,3,2,3,17011.7611,0
10566,3,3,4,3,3,1,9453.1741,0
10567,2,4,1,4,2,2,7808.2253,1
10568,1,5,4,2,3,2,59321.9884,1
10569,2,2,5,3,3,2,10053.4096,1
10570,3,3,4,4,2,3,10844.1954,0
10572,3,3,2,2,4,2,49111.1218,0
10573,2,3,1,2,1,2,25011.5661,1
10574,3,3,1,5,2,3,9626.1235,0
10575,3,1,4,4,1,3,17001.7715,0
10576,3,1,4,2,2,3,34292.0292,0
10577,3,2,3,1,2,2,53109.6012,0
10578,4,2,1,5,2,3,10965.4948,0
10579,2,3,1,1,4,2,22389.5274,1
10580,2,3,1,2,2,1,14861.7569,1
10581,4,3,1,4,1,2,25590.4914,0
10582,2,3,1,3,3,1,22275.6361,1
10583,2,5,1,2,2,2,19963.4888,1
10584,1,3,1,2,3,2,28968.0356,1
10585,2,3,1,1,2,1,27070.5454,1
10586,1,3,1,3,2,1,16361.7927,1
10588,3,3,1,1,3,1,16452.3109,0
10589,2,4,1,3,3,1,13056.6655,1
10590,1,2,1,4,4,2,16745.0487,1
10591,3,2,1,3,4,3,32184.083,0
10592,3,2,1,3,2,3,15973.3754,0
10593,4,3,1,5,1,2,21515.8307,0
10594,3,3,1,2,2,2,22864.9773,0
10595,4,1,1,4,3,2,15116.4069,0
10596,3,2,4,4,3,3,19973.7453,0
10597,4,1,2,1,1,3,36358.0434,0
10598,2,1,1,3,3,1,16466.6358,1
10599,3,2,1,4,4,2,27797.8008,0
10600,2,3,1,4,1,1,21344.2895,1
10601,1,3,1,2,2,2,15483.2334,1
10602,3,3,1,4,1,2,21793.3678,0
10603,3,5,2,2,3,2,21570.6454,0
10604,3,3,2,2,4,1,40242.9895,0
10605,5,3,1,4,1,2,21515.8307,0
10606,4,3,1,3,3,3,15097.6514,0
10607,3,3,4,4,4,2,23712.5143,0
